
1674488028824,19357,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Load Test 1-227,text,false,,3341,0,10000,10000,https://eticket.railway.gov.bd/login/en,0,0,19357
1674488029022,19723,HTTP Request,Non HTTP response code: java.net.SocketException,"Non HTTP response message: A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond",Load Test 1-304,text,false,,3269,0,9999,9999,https://eticket.railway.gov.bd/login/en,0,0,439
1674488028459,21146,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-87,text,false,,2771,0,9998,9998,https://eticket.railway.gov.bd/login/en,0,0,21146
1674488028451,21154,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-94,text,false,,2771,0,9998,9998,https://eticket.railway.gov.bd/login/en,0,0,21154
1674488028454,21151,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-85,text,false,,2771,0,9998,9998,https://eticket.railway.gov.bd/login/en,0,0,21151
1674488028448,21157,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-82,text,false,,2771,0,9998,9998,https://eticket.railway.gov.bd/login/en,0,0,21157
1674488028587,21056,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-133,text,false,,2771,0,9994,9994,https://eticket.railway.gov.bd/login/en,0,0,21056
1674488028452,21302,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-96,text,false,,2771,0,9993,9993,https://eticket.railway.gov.bd/login/en,0,0,21302
1674488028450,21303,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-84,text,false,,2771,0,9993,9993,https://eticket.railway.gov.bd/login/en,0,0,21303
1674488028448,21305,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-83,text,false,,2771,0,9993,9993,https://eticket.railway.gov.bd/login/en,0,0,21305
1674488028457,21297,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-86,text,false,,2771,0,9990,9990,https://eticket.railway.gov.bd/login/en,0,0,21297
1674488028514,21240,HTTP Request,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to eticket.railway.gov.bd:443 [eticket.railway.gov.bd/15.197.214.39] failed: Connection timed out: connect,Load Test 1-104,text,false,,2771,0,9989,9989,https://eticket.railway.gov.bd/login/en,0,0,21240
